Name,by,Substack URL,X URL
Incentivized,yuga.eth,https://incentivized.substack.com/,https://twitter.com/yugacohler
Influence MMO,Influence,https://influenceth.substack.com/,https://twitter.com/influenceth
Inside Web3 │ By Julian Ivaldy,Julian Ivaldy,https://insideweb3.substack.com/,https://twitter.com/julianivaldy
Insightful Insiders,Insidrs,https://insightfulinfo.substack.com/,https://twitter.com/info_insightful
Integral,Professor J.E.Y.,https://integral.substack.com/,https://twitter.com/integral_crypto
Investing 101,Kyle Harrison,https://investing1012dot0.substack.com/,https://twitter.com/kwharrison13
investing.io,investing.io,https://investing.substack.com/,https://twitter.com/Travis_Jamison
Jake’s Crypto Threads,Jake Pahor,https://jakepahor.substack.com/,https://twitter.com/jake_pahor
Jamm Session,Brian Flynn ,https://jammsession.substack.com/,
Kerman Kohli,Kerman Kohli,https://kermankohli.substack.com/,https://twitter.com/kermankohli
Jon’s newsletter,Jon Charbonneau,https://joncharbonneau.substack.com/,https://twitter.com/jon_charb
K33 Research,Arcane Research,https://k33research.substack.com/,https://twitter.com/K33Research
Kaloh’s Newsletter,Kaloh,https://www.kaloh.xyz/,https://twitter.com/Kaloh_nft
Kazm Blog,https://kazm.substack.com/,https://kazm.substack.com/,https://twitter.com/kazmapp
knower's substack,knower,https://theknower.substack.com/,https://twitter.com/knowerofmarkets
Krugermacro,Alex Kruger,https://krugermacro.substack.com/,https://twitter.com/krugermacro
Kydo's Research Log,Kydo,https://kydo.substack.com/,https://twitter.com/0xkydo
L2IV Research,L2IV,https://l2ivresearch.substack.com/,https://twitter.com/l2iterative
Leapfrog Crypto,shivsak,https://shivsak.substack.com/,https://twitter.com/shivsakhuja_
Let’s Fucking Build,Vlad,https://letsfuckingbuild.co/,https://twitter.com/0xVladimir
Lex_Node’s Official,lex_node,https://lexnode.substack.com/,https://twitter.com/MetaLeX_Labs
LexNews+,LexDAO,https://lexdao.substack.com/,https://twitter.com/lex_DAO
LI.FI,LI.FI,https://lifi.substack.com/,https://twitter.com/lifiprotocol
Linn’s Leverage,Linn’s Leverage,https://linns.substack.com/,twitter.com/crypto_linn
Little Futures,Brian Dell,https://littlefutures.substack.com/,https://twitter.com/tomcritchlow
LlamaRisk,Llama,https://cryptorisks.substack.com/,https://twitter.com/LlamaRisk
M31Capital,Nathan Montone,https://m31capital.substack.com/,
Machine Learning & Quant Finance,Derek Snow,https://blog.ml-quant.com/,https://x.com/dereknow
MacroTactical Crypto,Brent Donnelly,https://mtcbd.substack.com/,https://twitter.com/donnelly_brent
Magic Eden,Magic Eden,https://blog.magiceden.io/,
Malik’s Substack,Malik Hadjri,https://hadjri.substack.com/,https://twitter.com/malikhadjri_
Manifold,Eric Diep ,https://manifoldxyz.substack.com/,https://twitter.com/ediep
Manuel’s Newsletter,Manuel Cornu,https://manuelcornu.substack.com/,
Marc Andreesen Substack,Marc Andreesen,https://pmarca.substack.com/,https://twitter.com/pmarca
Market Sentiment,Market Sentiment,https://www.marketsentiment.co/,https://twitter.com/mkt_sentiment
Maven11 Research,Maven11,https://maven11.substack.com/,https://twitter.com/Maven11Capital
Maxfield on Banks,John Maxfield,https://www.maxfieldonbanks.com/,https://twitter.com/MaxfieldOnBanks
MetaLeX Newsletter,Gabriel Shapiro,https://metalex.substack.com/,https://twitter.com/MetaLeX_Labs
MetaPortal,AG ,https://metaportal.substack.com/,https://twitter.com/MetaPortal_DAO
Metaversal (by Bankless),William M. Peaster,https://metaversal.banklesshq.com/?utm_source=substack&utm_medium=web&utm_campaign=profile_page,https://twitter.com/BanklessHQ
Metaversus,Ryan Foo,https://metaversus.substack.com/,https://twitter.com/metaversusgames
Mhonkasalo,Mhoknkasalo,https://mhonkasalo.substack.com/,https://twitter.com/mhonkasalo
Michael’s Substack,Michael Bauwens,https://4thgenerationcivilization.substack.com/,https://twitter.com/mbauwens
Mindful DeFi,Hercules,https://herculesdefi.substack.com/,https://twitter.com/Hercules_Defi
Misaka’s Newsletter,Misaka,https://misaka.substack.com/,https://twitter.com/0xmisaka
Modular Media,Modular Media,https://modularmedia.substack.com/,https://twitter.com/modularmedia_
Monad,Keone,https://monadlabs.substack.com/,https://twitter.com/monad_xyz
mrjasonchoi on crypto,Jason Choi,https://jasonchoi.substack.com/,
mteam88’s Writings,mteam88,https://mteam88.substack.com/,
MZTACAT’s Substack,MZTACAT,https://mztacat.substack.com/,https://twitter.com/mztacat
Nat Eliason’s Essays,Nat Eliason,https://blog.nateliason.com/,https://twitter.com/nateliason
Nat's Crypto Newsletter,,https://crypto.nateliason.com/,
Nat’s Crypto Newslettr,Nat Eliason,https://crypto.nateliason.com/,https://twitter.com/nateliason
Netsphere Pop,Joanna Frota Kurkowska,https://netspherepop.substack.com/,https://twitter.com/frotograf
Newf’s Newsletter,Noah Newfield,https://nnewfield.substack.com/,https://twitter.com/NoahNewfield
Nonlinear,Eli Qian,https://eliqian.substack.com/,https://twitter.com/eliqiann
Noo Type Nation,Kiba Gateaux,https://nootype.substack.com/,https://twitter.com/KibaGateaux
NoSleep,Jon,https://nosleep.substack.com/,https://twitter.com/nosleepjon
Not Boring,Packy,https://www.notboring.co/,https://twitter.com/packyM
noxx,noxx,https://noxx.substack.com/,https://twitter.com/noxx3xxon
Odin Free’s Substack,odin_free,https://odinfree.substack.com/,https://twitter.com/odin_free
OG’s Postcard,OG,https://ogclubdao.substack.com/,https://twitter.com/OgclubDAO
On Chain Times,Thor ,https://www.onchaintimes.com/,https://twitter.com/ThorHartvigsen
On Substack,Substack Writers,https://on.substack.com/,
Once-in-a-species,Jesse Myers,https://www.onceinaspecies.com/,https://twitter.com/Croesus_BTC
Onchain Wizard's Cauldron,https://onchainwizard.substack.com/,https://onchainwizard.substack.com/,https://twitter.com/OnChainWizard
Onchain Wizard’s Cauldron,Onchain Wizard,https://onchainwizard.substack.com/,https://twitter.com/OnChainWizard
OneTrueKirk,Kirk Hutchison,https://onetruekirk.substack.com/,
Other Internet,Other Internet,https://otherinternet.substack.com/,https://twitter.com/otherinternet__
Our Network,Our Network,https://www.ournetwork.xyz/,https://twitter.com/ournetwork__
Ouroborous Substack,Ouroborous Capital,https://ouroborosresearch.substack.com/,https://twitter.com/OuroborosCap8
Outsideness Newsletter,Zero Philosophy,https://zerophilosophy.substack.com/,https://twitter.com/Outsideness
Overpriced JPEGs,Web3 Academy,https://jpegs.banklesshq.com/,https://twitter.com/overpricedjpegs
Overshring,Ali Griswold,https://oversharing.substack.com/,https://twitter.com/alisongriswold
Page One,Page One,https://pageone.gg/,https://twitter.com/PageOne_Eth
Palm Report,Poolsuite,https://www.palm.report/,https://twitter.com/palmreport
Parsec Research,Parsec,https://parsec.substack.com/,https://twitter.com/parsec_finance
Perpetual Protocol,Perpetual Protocol,https://perpetualprotocol.substack.com/,https://twitter.com/Perp_hindi
Platformer,Casey Newton,https://platformer.substack.com/,https://twitter.com/CaseyNewton
Playground,Chris McCann,https://playgroundsol.substack.com/,https://twitter.com/PlaygroundSOL_
Pull’s Substack,Pull To Par,https://pulltopar.substack.com/,https://twitter.com/Pulltopar
Real Agency,Real Agency,https://re3w.substack.com/,https://twitter.com/RealAgencyHQ
Real E Chain,,https://realechain.substack.com/,
Realms: week in review,Realms,https://thelootherald.substack.com/,https://twitter.com/heraldofloot
Redacted’s Substack,Redacted,https://redactedres.substack.com/,https://twitter.com/RedactedRes
Redphonecrypto,Redphonecrypto,https://redphone.substack.com/archive,https://twitter.com/redphonecrypto
Reflexivity Round Up,Reflexivity Research,https://reflexivityresearch.substack.com/,https://twitter.com/reflexivityres
Rekt Capital Newslettr,Rekt,https://rektcapital.substack.com/,https://twitter.com/rektcapital
Remains of the Day,Eugene Wei,https://eugenewei.substack.com/,https://twitter.com/eugenewei
Renegade,Chris Bender,https://substack.renegade.fi/,https://twitter.com/chrisliambender
ReveloIntel,Revelo,https://revelointel.substack.com/,https://twitter.com/ReveloIntel
Ribbonfarm Studio ,Venkat,https://studio.ribbonfarm.com/,https://twitter.com/vgr
ric.eth,ric.eth,https://ricburton.substack.com/,https://twitter.com/ricburton
Risky Biz News,Risky.Biz,https://riskybiznews.substack.com/,https://twitter.com/campuscodi
Rob Henderson’s Newsletter,Rob Henderson,https://www.robkhenderson.com/,https://twitter.com/robkhenderson
Robbins Notes,Will Robbins,https://notes.willrobbins.org/,https://twitter.com/whrobbins
Robert Kodra,Robert,https://robertkodra.substack.com/,
S4mmy’s Web3 Snippets,S4mmyEth,https://s4mmyeth.substack.com/,https://twitter.com/S4mmyEth
Salazar Slytherin’s Locket,SSL,https://salazarslytherin.substack.com/,https://twitter.com/_SSLocket
SBF’s Substack,SBF,https://sambf.substack.com/,https://twitter.com/SBF_FTX
Scatter Brain,Sar Haribhakti,https://sarharibhakti.substack.com/,https://twitter.com/sarthakgh
Sec3,Sec3,https://sec3.substack.com/,https://twitter.com/sec3dev
Secureum,Rajeev,https://secureum.substack.com/,https://twitter.com/TheSecureum
Seven c newsletter,Seven c,https://sevenc.substack.com/,https://x.com/crypthoem
Shiro’s Alphas,Shiro ,https://cryptoshiro.substack.com/,https://twitter.com/CryptoShiro_
Shoal Research,Imajinl,https://www.shoal.gg/,https://twitter.com/Shoalresearch
Short Excerpts from Global Macro Investor,Raoul Pal,https://raoulpal.substack.com/,https://twitter.com/RaoulGMI
Simply Bitcoin Unfiltered,Simply Bitcoin,https://simplybitcoin.substack.com/,https://twitter.com/SimplyBitcoinTV
Smarx Weekly,Steve Marx,https://smarx.substack.com/,https://twitter.com/smarx
Something Interesting,KF,https://www.somethinginteresting.news/,https://twitter.com/knifefight
Spindl Blog,Antonio Garcia Martinez,https://blog.spindl.xyz/,twitter.com/spindl_xyz x.com/antoniogm
Stackup,hazim-j ,https://stackup.substack.com/,
Staking Insider,Staking Insider,https://newsletter.stakingrewards.com/,
Starknet Edu Newsletter,Manmit Singh,https://starknet.substack.com/,https://twitter.com/starknet
Starknet_Roundup,Starknet_OG,https://starknetroundup.substack.com/,https://twitter.com/Starknet_OG
Subconscious,Gordon Brander ,subconscious.substack.com,https://twitter.com/gordonbrander
Substack Reads,Substack,https://read.substack.com/,https://twitter.com/SubstackInc
SUCI Weekly Insight,SUCI DAO,https://sucidao.substack.com/,https://twitter.com/Suci_Community
Supercharged,Alchemy,https://alchemysupercharged.substack.com/,https://twitter.com/AlchemyPlatform
SuperJoostPlaylist,SuperJoost,https://superjoost.substack.com/,https://twitter.com/joosterizer
Swagtimus Newsletter,Testnet_Digger,https://swagtimus.substack.com/,https://twitter.com/Swagtimus
Swissblock insights,Swissblock,https://swissblock.substack.com/,https://twitter.com/Negentropic_
tactical_retreat’s stuff,tactical_retreat ,https://tactical.deepwaterstudios.xyz/,https://twitter.com/twitt_tr
Tally Newsletter,Tally,https://newsletter.tally.xyz/,https://twitter.com/tallyxyz
TechDev Newsletter,TechDev,https://techdev52.substack.com/,https://twitter.com/_TechDev52
Teng's Thoughts,Teng Yan ,https://tengsthoughts.com/,https://twitter.com/0xPrismatic
Terence’s Substack,Terence,https://terencechain.substack.com/,https://x.com/terencechain
The Age of Autonomy Update,Jake Ryan,https://jakeryan.substack.com/,https://twitter.com/TradecraftJake
The Alt Report,Alt Capital,https://altreport.substack.com/,
The Aspiring Degen,Degen Sensei ,https://degensensei.substack.com/,https://twitter.com/DegenSensei
The Average Joe’s Crypto,,https://avgjoescrypto.substack.com/,
The Bear Cave,Edwin Dorsey,https://thebearcave.substack.com/,https://twitter.com/StockJabber
The Bigger Picture,yb_effect,https://ybeffect.substack.com/,https://twitter.com/yb_effect
The Bitcoin Forecast,Willy Woo,https://willywoo.substack.com/,https://twitter.com/woonomic
The Bitcoin Layer,Nik Bhatia,thebitcoinlayer.substack.com,https://twitter.com/TheBitcoinLayer
The Black Swan,Route 2 Fl,https://route2fi.substack.com/,https://twitter.com/Route2FI
The Blockchain Income Report,The Blockchain Income Report,https://blockchainincomereport.substack.com/,https://twitter.com/LiebermanOhman
The Blockchain Sector With James Bachini,https://bachini.substack.com/,https://bachini.substack.com/,https://twitter.com/james_bachini
The Crypto Crew,,https://sabocrypto.substack.com/,
The Crypto Dojo,,https://brucey0x.substack.com/,
The Crypto Grimoire,,https://theodelarosa.substack.com/,
The Crypto Illuminati,,https://thecryptoilluminati.substack.com/,
The Cryptocalypse Chronicles,Michel de Cryptadamus,https://cryptadamus.substack.com/,https://twitter.com/Cryptadamist
The Curious Collector,The Curious Collector,https://www.curiouscollector.art/,https://twitter.com/CollectCurious
The Daily Degen,The Daily Degen,https://thedailydegen.substack.com/,https://twitter.com/thedailydegenhq
The Daily Gwei,Anthony Sassano,https://thedailygwei.substack.com/,https://twitter.com/sassal0x
The DeFi Investor,The DeFi Investor,https://www.thedefinvestor.com/,https://twitter.com/TheDeFinvestor
The DeFi Rollup,Ben Wilson,https://thedefirollup.substack.com/,https://twitter.com/TheDefiRollup
The future is nearer,Gokce,https://0xgokce.substack.com/,
The Gems Corner,Viktor DeFi,https://viktordefi.com/,https://twitter.com/ViktorDefi
The GRC Lab,Aron Lange,https://blog.grclab.com/,https://twitter.com/LangeAron
The Held Report,Dan Held,https://www.theheldreport.com/,https://twitter.com/danheld
The Informationist,James Lavish,https://jameslavish.substack.com/,https://twitter.com/jameslavish
The Last Bear standing,The last bear standing,https://www.thelastbearstanding.com/,https://twitter.com/LastBearStandng
The Lightning Lab,Lightning Labs,https://lightninglabs.substack.com/,https://twitter.com/lightning
The Litepaper,Lite ,https://www.litepaper.xyz/,https://twitter.com/LitecoinYagami
https://www.loop-news.com/,Loopify,https://www.loop-news.com/,
The Metapurser,,https://metapurser.substack.com/,
The Minty Brew,DeFiMinty,https://defiminty.substack.com/,https://twitter.com/DeFiMinty
The Modern World Builder,Eliot Couvat,https://eliotc.substack.com/,https://twitter.com/CDTEliot
The Mothership,hussufo,https://themothership.substack.com/,
The Optimist,By Subli_DeFi,https://optimismbysublidefi.substack.com/,https://twitter.com/Th3Optimist
The Overshoot,Matthew C. Klein,https://theovershoot.co/,https://twitter.com/M_C_Klein
The Pomp Letter,Pomp,https://pomp.substack.com/,https://twitter.com/APompliano
The Ranch,Llama,https://llama.substack.com/,https://twitter.com/llama
The Split,Turner Novak,https://www.thespl.it/,https://twitter.com/TurnerNovak
The Superteam Blog,Scriblooooor,https://blog.superteam.fun/,https://twitter.com/superteamdao
The Variable,foobar ,https://0xfoobar.substack.com/,https://twitter.com/0xfoobar
The Web3 Envoy,raulonastool,https://raulonastool.substack.com/,
The Wolves DAO Files,Wolves DAO,https://wolvesdao.substack.com/,https://twitter.com/WolvesDAO
thedefiant.io,Thedefiant,https://thedefiant.substack.com/,https://twitter.com/DefiantNews
This is the top,Douglas A. Boneparth,https://thisisthetop.substack.com/,https://twitter.com/dougboneparth
This Week in Blockchain Research,ZK Capital,https://zkcapital.substack.com/,
This Week in Web3,TWIW3,https://weekinweb3.substack.com/,https://twitter.com/spacekayak
Three quarks,David Phelps,https://davidphelps.substack.com/,https://twitter.com/divine_economy
Tiger Research Reports,"Daniel Kim, Ryan Yoon, Yoon Lee",https://reports.tiger-research.com/,
Titan’s Substack,Titan,https://titanbuilder.substack.com/,https://twitter.com/titanbuilderxyz
Token Terminal,Token Terminal ,https://tokenterminal.substack.com/,
Token Watch,,https://tokens.substack.com/,
Tokenomics Newsletter,Florian Strauf,https://tokenomicsdao.substack.com/,https://twitter.com/tokenomicsdao
Topology’s Newsletter,Topology,https://topology.substack.com/,https://twitter.com/topology_gg
Trove’s Roundups,The Treasure Trove,https://trovefinance.substack.com/,https://twitter.com/trovefinance
Tyrogue’s Substack,Tyrogue’s Substack,https://www.degentyrogue.com/,https://twitter.com/TyrogueD
UnboxingLabs,Zoe,https://unboxinglabs.substack.com/,https://twitter.com/unboxingLabs
Unchained,Laura Shin,https://unchainedcrypto.substack.com/,https://twitter.com/laurashin
Uncharted Territories,Tomas Pueyo,https://unchartedterritories.tomaspueyo.com/,https://twitter.com/tomaspueyo
Unlocks Calendar,Unlocks,https://unlockscalendar.substack.com/,
Unorganized Memo,Brian Kang,https://nonorgmem.substack.com/,
useWeb3,useWeb3,https://useweb3.substack.com/,https://twitter.com/useWeb3
Variant,Variant and Dan Roberts,https://newsletter.variant.fund/,https://twitter.com/variantfund
VeradiVerdict,Paul Veraditakit,https://www.veradiverdict.com/,https://twitter.com/veradittakit
VerNews,Bob Ekkebus,https://vernews.substack.com/,
Vitalik’s Newsltter,Vitalik,https://vitalik.substack.com/,
Wale Drops,Wale ,https://waleswoosh.substack.com/,https://twitter.com/waleswoosh
Wealth Craft: Cyril's insight,Cyril,https://cyrilxbt.substack.com/,https://twitter.com/cyrilXBT
Web3 Builders,Web3 Builders ,https://web3builderspod.substack.com/,https://twitter.com/web3builderspod
Web3 Growth Chronicles,phillip_xyz,https://web3growthchronicles.substack.com/?utm_source=homepage_recommendations&utm_campaign=888194,https://twitter.com/phillip_xyz
web3 letter from a16zcrypto,a16z,https://a16zcrypto.substack.com/,https://twitter.com/a16zcrypto
Web3 with TPAN,TPAN,https://tpan.substack.com/?utm_source=homepage_recommendations&utm_campaign=2095458,https://twitter.com/TPan_Web3
Web3Brand | ,starzq,https://www.web3brand.io/,https://twitter.com/starzqeth
Web3sec News,Web3Sec News,https://web3secnews.substack.com/,https://twitter.com/__Raiders
Week in Ethereum News,Evan Van Ness,https://weekinethereum.substack.com/,https://twitter.com/evan_van_ness
Weekly Gauge,Paladin,weeklygauge.substack.com,https://twitter.com/Paladin_vote
Weekly Layer 2 and Modular Roundup,DeFi Saint,https://layer2m.xyz/,https://twitter.com/TheDeFISaint
Wisdom of DeFi,EigenPhi,https://eigenphi.substack.com/,https://twitter.com/eigenphi
Wu Blockchain,WuBlockchain,https://wublock.substack.com/,https://twitter.com/WuBlockchain
Yearn Finance Newsletter,Yearn Finance,https://yearn.substack.com/,https://twitter.com/softyearnfi
Your Crypto Community,Duo Nine⚡YCC ,https://www.yourcrypto.community/,https://twitter.com/DU09BTC
Zastrin Newsletter,Mahesh Murthy,https://zastrin.substack.com/,
Zero Knowledge Media,zerokn0wledge ,https://zkmedia.substack.com/,https://twitter.com/zerokn0wledge_
Zero Knowledge Podcast,Zero Knowledge Podcast,https://zeroknowledge.substack.com/,https://twitter.com/zeroknowledgefm
Zero's Dojo,ZERO IKA,https://zerosdojo.substack.com/,https://twitter.com/IamZeroIka
"Zima Red - Metaverse, tech, ideas",Andrew Steinwold ,https://andrewsteinwold.substack.com/,
ZKEX Newsletter,ZKEX,https://zkex.substack.com/,https://twitter.com/ZKEX_Official
zkMesh,Zero Knowledge Podcast,https://zkmesh.substack.com/,https://twitter.com/__zkhack__
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
musings on crypto & web3,dave stanton,https://davestanton.substack.com/,
,,,
ZenCaps: Your Weekly NFT Recap to Cut Through the Noise,,https://zencaps.substack.com/,
Bitcoin Tech Talk,Jimmy Song,https://jimmysong.substack.com/,https://twitter.com/jimmysong
BitcoinBen’s Substack,https://bitcoinben.substack.com/,https://bitcoinben.substack.com/,https://twitter.com/BB__CryptoClub
Blockchain Threat Intelligence,Blockchain Threat Intelligence,https://newsletter.blockthreat.io/,https://twitter.com/blockthreat
The blocmates Newsletter,The blocmates,https://blocmates.substack.com/,https://twitter.com/blocmatesdotcom
DeFi Yield Farming & NFT Substack,"Scar, Hyena, Shinobi ",https://yieldfarming.substack.com/,https://x.com/BowTiedHyena
Fidenza Macro,Geo Chen,https://fidenza.substack.com/,https://twitter.com/fidenzamacro
The Fintech Blueprint,Lex Sokolin,https://lex.substack.com/,https://twitter.com/LexSokolin
FranklinDAO Research,FranklinDAO,https://franklindao.substack.com/,https://twitter.com/franklin_dao
In Bitcoin We Trust Newsletter,Sylvain Saurel,https://inbitcoinwetrust.substack.com/,https://twitter.com/ssaurel
Real World DeFi - The Elephant in the Room,Octavio Not Punk,https://octavionotpunk.substack.com/,
Thanefield Research,An Ape's Prologue,https://thanefield.substack.com/,https://twitter.com/ThanefieldRes
Things I Write.,Adam Draper ,https://www.adamdraper.vc/,https://twitter.com/AdamDraper
Today in DeFi,𝕯𝖆𝖓𝖌𝖊𝖗,https://www.todayindefi.com/,https://twitter.com/todayindefi
Trading Research Hub,pedma,https://pedma7.substack.com/,https://twitter.com/pedma7
web3 Research JAPAN,mitsui,https://www.web3researchjapan.com/,
,,,
https://cryptouf.substack.com/,Cryptouf ,https://cryptouf.substack.com/,https://twitter.com/cryptouf
DefiCalendar Newsletter,DefiCalendar,https://www.deficalendar.xyz/,https://twitter.com/CalendarDefi
EthHub,Anthony Sassano,https://ethhub.substack.com/,https://twitter.com/ethhub_io
Last Mile DeFi,Dexible,https://dexible.substack.com/,https://twitter.com/DexibleApp
Quantbase Insights,Quantbase Investments,https://quantbase.substack.com/,https://twitter.com/quantbase_
ToolsForCrypto’s Newsletter,ToolsForCrypto ,https://toolsforcrypto.substack.com/,https://twitter.com/toolforcrypto
Zenalytics Crypto Trading,ThePrivacySmurf,https://zenalyticstrading.substack.com/,https://twitter.com/theprivacysmurf
DeFi Fridays,DeFi Fridays ,https://defifridays.substack.com/,https://twitter.com/brew_defi
investrly,Michael Rippe,https://investrly.substack.com/,https://twitter.com/MichaelRippe
Scaling Up,Anna Judd ,https://annajudd.substack.com/,https://twitter.com/ScalesNFT
Semi-Lucid Thoughts,0xsmac,https://0xsmac.substack.com/,https://twitter.com/0xsmac
Standard Crypto: The Newsletter,Standard Crypto,https://standardcrypto.substack.com/,https://twitter.com/standardcrypto
Wisdom of DeFi by EigenPhi,EigenPhi,https://eigenphi.substack.com/,https://twitter.com/eigenphi
The Blockend Developer,Vitto Rivabella ,https://vittostack.substack.com/,
DeFiToday,DeFi Today,https://defitoday.substack.com/,https://twitter.com/todaydefi
Developer DAO,myz1237 ,https://developerdao.substack.com/,https://twitter.com/developer_dao
,,,
Linn's Leverage,Linn's Leverage,https://linns.substack.com/,https://twitter.com/crypto_linn
Polygon Alpha Podcast hosted by Crypto Texan,Crypto Texan,https://polygonalpha.substack.com/,https://twitter.com/Crypto_Texan
Stanford Blockchain Review,Stanford Blockchain Club ,https://review.stanfordblockchain.xyz/,https://twitter.com/StanfordCrypto
useWeb3 · Web3 development,Wesley,https://useweb3.substack.com/,https://twitter.com/useWeb3
Coin Club,Shubha Shukla ,https://www.coinclub.news/,https://twitter.com/coinclub_
Consumer Crypto (Josh's Version),Josh ,https://joshcornelius.substack.com/,https://twitter.com/joshcrnls
Data Always.,Tripoli ,https://dataalways.substack.com/,https://twitter.com/data_always
https://ideamarkets.substack.com/,Mike Elias ,https://ideamarkets.substack.com/,https://twitter.com/harmonylion1
HangukQuant’s Newsletter,HangukQuant,https://hangukquant.substack.com/,https://twitter.com/HangukQuant
Scenius,Scenius,https://sceniuscapital.substack.com/,https://twitter.com/SceniusCapital
Ethropy,Adam,https://ethropy.substack.com/,
The Sei Sustenance,FarmerTuHao,https://theseisustenance.substack.com/,https://twitter.com/FarmerTuHao
https://blockpartynews.substack.com/,https://blockpartynews.substack.com/,https://blockpartynews.substack.com/about,https://x.com/Blockparty
The Case For Bitcoin,Rhythm Trader ,https://rhythmofbitcoin.substack.com/,
The Crypto Cactus,Cactus ,https://cryptocactus.substack.com/,https://x.com/thecryptocactus
Dose of DeFi,Chris Powers,https://doseofdefi.substack.com/,https://x.com/powers_chris
My Two Gwei,dex.blue,https://mytwogwei.substack.com/,
NFT co,shivvo,https://nftco.substack.com/,
Seeking Yield,Staked,https://staked.substack.com/,
Versi Kripto Visi,Kripto Visi,https://kriptovisi.substack.com/,
"zin, esq.",Evan Zinaman,https://zzzin.substack.com/,
Coinvise Learn,Eliot,https://coinvise.substack.com/,
Dot Pulse,DeFinn,https://dotpulse.defipulse.com/,
DotLeap,Bruno Škvorc,https://newsletter.dotleap.com/,https://x.com/DotLeap
Fifty Finney,Seun,https://fiftyfinney.substack.com/,https://x.com/FiftyFinney
Fintech Inside,Osborne Saldanha,https://fintechinside.substack.com/,https://x.com/os7borne
Francesco's Joint,https://fraxcesco.substack.com/,https://fraxcesco.substack.com/,
Front Month,Hide Not Slide,https://frontmonth.substack.com/,
Fungible Thoughts,Fungi Alpha,https://louiscooper.substack.com/,
Gevulot Blog,Gevulot,https://blog.gevulot.com/,https://x.com/gevulot_network
Glassnode: The Market Compass,Glassnode,https://glassnode1.substack.com/,https://x.com/glassnode
https://blog.safary.club/,Safary ,https://blog.safary.club/,https://x.com/Safaryclub
JustCrypto,Lou Kerner,https://cryptomondays.substack.com/,https://x.com/loukerner
JustCrypto by Lou Kerner, Lou Kerner's Just Crypto,https://justcrypto.substack.com/,
https://writing.kunle.app/,Kunle,https://writing.kunle.app/,https://x.com/ay_o
Let's Fucking Build by Jericho,Vlad,https://letsfuckingbuild.co/,https://x.com/0xVladimir
Letters to Web3,Michael Macaulay,https://letterstoweb3.substack.com/,https://x.com/shreyabadonia
LI.FI - The Cross-Chain Insider Newsletter,LI.FI ,https://lifi.substack.com/,https://x.com/lifiprotocol
Li's Newsletter,Li Jin,https://www.lisnewsletter.com/,https://x.com/ljin18
Meltem Writes Things,Meltem Demirors,https://meltdem.substack.com/,
Moby NFT Insights,Moby — Real time NFT insights,https://moby.substack.com/,
Nader's Thoughts,Nader Dabit ,https://nader.substack.com/,https://x.com/dabit3
Nanoly,Nanoly ,https://coindix.substack.com/,https://x.com/0xCoindix
NFT Review,gbaci and Bruno Škvorc ,https://news.nft.review/,https://x.com/gbaciX
offchain data,Lauren Stephanian,https://offchaindata.substack.com/,https://x.com/lstephanian
Param.eth’s Newsletter,Param.eth ᵍᵐ ,https://parameth.substack.com/,
poof.gripe,poof ,https://www.poof.gripe/,https://x.com/poof_eth
radbro webring official,radbro webring ,https://radbro.substack.com/,https://x.com/radbro_webring
Read Max,Max Read,https://maxread.substack.com/,https://x.com/readmaxread
Salazar Slytherin’s Locket,Salazar Slytherin ,"https://www.sslocket.com/, https://salazarslytherin.substack.com/",https://x.com/0xSalazar
Serenity Research,Kane,https://serenityresearch.substack.com/,https://x.com/SerenityFund
The Depths,rain&coffee,https://rainandcoffee.substack.com/,https://x.com/0xRainandCoffee
https://instadapp.substack.com/,Instadapp Labs ,https://instadapp.substack.com/,https://x.com/InstaDApp
The Modern World Builder ✧Tips For Collective Lorecraft,Eliot Couvat,https://eliotc.substack.com/,https://x.com/CDTEliot
The Quant Stack,Quant Arb,https://www.algos.org/,https://x.com/quant_arb
Unblocked Report,Brian A,https://onunblocked.substack.com/,
Valiant Research,VR,https://valiantresearch.substack.com/,
Wallfacer Labs,tylerw ,https://wallfacerlabs.substack.com/,https://x.com/0x7477
Hello DeFi !!,Kei,https://keiblog.substack.com/,https://x.com/keiblog_eth
24 Hrs In Crypto,FRNT Financial,https://frnt.substack.com/,https://x.com/FRNT_Financial
anon753’s Substack,anon753,https://anon753.substack.com/,
BG Shipping Log,BuildGuild,https://buidlguidl.substack.com/,https://twitter.com/buidlguidl
Chung’s Substack,Chung,https://chungdailynote.substack.com/,https://twitter.com/cchungccc
CR3 Labs,CR3 Labs,https://blog.cr3labs.com/,
DeFi Protocol by code,Bloqarl,https://defiprotocolbycode.substack.com/,https://twitter.com/TheBlockChainer
ETH Gathering Newsletter,ETH Gathering,https://ethgathering.substack.com/,
ETHMumbai,https://ethmumbai.substack.com/,https://ethmumbai.substack.com/,
NFT’s Substack,NFTMami ,https://nftmami.substack.com/,
Permabullish Banter,Permabull Nino,https://permabullnino.substack.com/,https://twitter.com/PermabullNino
Playbook by Kalder,Kalder,https://kalder.substack.com/,https://twitter.com/kalder_xyz
Proof of James,James Prestwich,https://prestwich.substack.com/,https://twitter.com/_prestwich
